id,membership,score
33024,0,-0.05368093401193619
73124,1,-0.035237811505794525
64661,0,-0.05586051568388939
48602,0,-0.0468137189745903
78995,1,-0.9132020473480225
65473,1,-0.04864751175045967
24451,1,-0.04308817908167839
1511,1,-0.04787428677082062
21544,0,-0.053794924169778824
36822,1,-0.05911656841635704
18975,0,-0.059615012258291245
94753,1,-0.042471520602703094
7344,0,-0.10523428022861481
103037,1,-0.11599095910787582
59154,1,-0.0642608180642128
61305,1,-0.04666559770703316
24322,0,-0.06244213134050369
72529,0,-0.03769535571336746
43703,0,-0.05183609947562218
44372,0,-2.874262571334839
94970,0,-0.04724090173840523
17709,0,-0.03610917925834656
28711,1,-0.04608415812253952
24760,1,-0.05138211324810982
78410,1,-0.030056320130825043
63454,1,-0.03580983728170395
96473,0,-0.04927898570895195
7054,1,-0.05745497718453407
46459,0,-0.07630874961614609
81544,1,-0.03873661532998085
92844,0,-0.04658709093928337
95556,0,-0.03851525858044624
76147,1,-0.05757157504558563
37566,1,-0.044642239809036255
36848,0,-0.044793400913476944
34189,1,-0.038393206894397736
50222,0,-3.691894292831421
75614,0,-0.04814652353525162
80783,0,-0.03309188410639763
81507,0,-0.0742979571223259
97423,1,-0.15073253214359283
66177,1,-0.050084687769412994
15220,0,-0.06139209121465683
95813,1,-0.045178260654211044
96392,1,-0.05360342562198639
12630,1,-0.018104188144207
91125,1,-0.05403415486216545
81071,1,-0.036246225237846375
54933,1,-0.04110470041632652
19693,0,-0.0447935126721859
31106,1,-0.04691040888428688
92428,0,-0.04166034236550331
103725,0,-0.05852500721812248
61574,1,-0.054699596017599106
31675,1,-0.041036397218704224
66214,1,-0.03359251841902733
75314,1,-0.04732697457075119
76918,1,-0.051638565957546234
46998,1,-0.02954801172018051
40558,0,-0.0548650398850441
78800,0,-0.033366214483976364
86596,1,-0.044227976351976395
68912,0,-0.06308409571647644
72875,0,-0.0487976111471653
73185,1,-0.05891698598861694
6124,1,-0.039612844586372375
4045,1,-0.15017831325531006
7896,0,-0.0818059965968132
34773,1,-0.059277575463056564
48137,0,-0.04206069931387901
103241,0,-0.04540293291211128
78080,0,-0.044579651206731796
49012,1,-0.06299734860658646
13531,1,-0.05113374814391136
60718,1,-0.03063894435763359
26502,0,-0.053763631731271744
88960,1,-0.05201978236436844
10694,0,-0.02720271795988083
4571,0,-0.043291859328746796
33303,0,-0.0330275297164917
51579,1,-0.056230999529361725
80811,1,-0.05703799054026604
39903,1,-0.04745635762810707
28387,0,-0.042920202016830444
96977,1,-0.05111585184931755
75137,1,-0.0530603751540184
50154,1,-0.03475838154554367
89275,0,-0.04607357084751129
8683,1,-0.018399864435195923
83220,1,-0.06367721408605576
74190,1,-0.029756665229797363
86362,0,-0.0361882820725441
18490,0,-0.04232480749487877
102445,1,-0.04717278853058815
87993,0,-0.02726953662931919
58910,1,-0.04579621180891991
106708,0,-0.03569113090634346
41363,1,-0.04406726360321045
6959,0,-0.033139053732156754
96250,1,-0.04951317235827446
26926,0,-0.057913750410079956
78378,0,-0.06725196540355682
11308,0,-0.052668243646621704
7058,1,-0.1841510832309723
99484,0,-0.03208282217383385
97798,1,-0.049344345927238464
1672,0,-0.0519578792154789
24047,1,-0.04892351105809212
80362,1,-0.19722333550453186
34461,0,-0.03186587616801262
18416,0,-0.059325434267520905
12539,0,-0.04792053624987602
34852,0,-0.053166408091783524
30636,0,-0.04337701573967934
4470,0,-0.035596344619989395
86993,1,-0.03757055848836899
38563,1,-0.050614286214113235
14566,1,-0.03151547908782959
89193,1,-0.05121586471796036
5055,1,-0.05019648000597954
34211,0,-0.051666077226400375
596,1,-0.038698770105838776
6164,1,-0.034139446914196014
77045,0,-0.051350630819797516
57951,1,-0.06731025874614716
30877,1,-0.05307620018720627
83528,0,-0.049996696412563324
45341,0,-0.061788324266672134
33786,0,-0.04940799996256828
48842,1,-0.05371471494436264
69957,1,-0.04048166424036026
86819,1,-0.05307077616453171
79763,0,-0.044858597218990326
104862,0,-0.057235587388277054
48498,1,-0.035553086549043655
75353,0,-0.0366518571972847
24660,0,-0.04750262573361397
23552,0,-0.04073440656065941
81969,1,-0.061487603932619095
12966,0,-0.04573540389537811
26435,0,-0.04761606827378273
74286,1,-0.04398467391729355
36180,0,-0.04705769941210747
69164,1,-0.1618400514125824
21671,1,-0.052907973527908325
76373,0,-0.08062710613012314
36011,0,-0.0359034538269043
61899,1,-0.03758835420012474
23109,0,-0.028245801106095314
92648,1,-0.050167229026556015
106545,0,-0.0401831716299057
73472,0,-0.05765687674283981
3896,1,-0.04718666151165962
80313,1,-0.02426811493933201
96399,1,-0.05407458543777466
89383,1,-0.04736335948109627
82702,1,-0.05180712044239044
91216,0,-0.04052024334669113
27451,0,-0.036333367228507996
83693,0,-0.10025274008512497
87302,0,-0.10458220541477203
57188,0,-0.033759184181690216
51556,0,-0.032980356365442276
17728,0,-0.03280201926827431
31115,0,-0.037632785737514496
69645,0,-0.05449100211262703
46604,0,-0.03396661952137947
30195,1,-0.06513060629367828
11614,1,-0.05568057671189308
10275,0,-0.06115909665822983
53440,1,-0.05365799739956856
9163,1,-0.05720800533890724
84029,1,-0.04822570085525513
52661,1,-0.04133635014295578
36674,1,-0.0632966086268425
105186,0,-0.04132720082998276
10223,1,-0.018272286280989647
22203,0,-0.051339760422706604
92519,0,-0.06502896547317505
9974,0,-0.14401113986968994
106325,1,-0.040725935250520706
36405,0,-0.040505364537239075
46835,0,-0.033302683383226395
64489,1,-0.048205479979515076
32105,0,-0.046419814229011536
8140,1,-0.029698459431529045
88873,1,-0.08946511894464493
42631,0,-0.052570413798093796
72993,0,-0.0432361476123333
53063,1,-0.03748789057135582
76304,1,-0.0398811511695385
102277,0,-0.04349937662482262
23038,0,-0.05498306825757027
41939,1,-0.04996313154697418
46290,0,-0.04908037930727005
772,0,-0.04712536558508873
17576,1,-0.04630805552005768
29513,1,-0.05064307153224945
90327,1,-0.049327779561281204
95750,0,-0.0677187442779541
47224,0,-0.049392227083444595
14264,1,-0.12068783491849899
38630,1,-0.04744748771190643
48351,0,-0.08295256644487381
26310,1,-0.05585363879799843
81891,1,-0.02758072316646576
80278,0,-1.7387089729309082
24135,1,-0.058813583105802536
42459,0,-0.07863501459360123
80307,1,-0.05670306459069252
627,0,-0.046680957078933716
93653,0,-0.043494582176208496
87197,0,-0.049243465065956116
98750,0,-0.048848699778318405
3511,1,-0.037376392632722855
20389,1,-0.04074184596538544
61832,1,-0.040745507925748825
62643,1,-0.05326033756136894
20658,0,-0.030240003019571304
63874,0,-0.054892122745513916
29545,1,-0.04614813253283501
44813,0,-0.0335814505815506
34443,0,-0.05106986686587334
51434,0,-0.05385761708021164
59135,1,-0.03549659997224808
52881,0,-0.04097117483615875
46594,0,-0.04937838390469551
315,0,-0.058085523545742035
78846,0,-0.05311294272542
10913,0,-0.06308801472187042
96321,0,-0.042177848517894745
95051,0,-0.05312695726752281
68789,0,-0.027773555368185043
78067,1,-0.0317007414996624
4155,0,-0.04629234969615936
58022,1,-0.04698047414422035
61099,1,-0.044629815965890884
69900,1,-0.047148678451776505
89013,1,-0.02799498476088047
59090,0,-0.047268420457839966
93332,1,-0.04625285416841507
88838,1,-0.08499324321746826
65111,0,-0.08781753480434418
72143,0,-0.04855973273515701
11883,1,-0.05721036717295647
35108,0,-0.05439718812704086
65562,1,-0.057215772569179535
105482,1,-0.04910954833030701
84147,1,-0.056309543550014496
20460,0,-0.04390481486916542
28094,1,-0.047136738896369934
26204,0,-0.0986863523721695
47894,0,-0.03819965571165085
15595,0,-0.04389169439673424
84921,1,-0.03227929398417473
28566,0,-0.037495583295822144
42525,0,-0.0695602297782898
11963,0,-0.03075108304619789
96890,1,-0.04579142853617668
62082,0,-0.09138757735490799
10512,1,-0.06840375810861588
83218,1,-0.06100018694996834
24518,0,-0.049302928149700165
18469,0,-0.04008147865533829
71231,0,-0.0475018285214901
86017,0,-0.05568835884332657
49364,0,-0.05067865177989006
92483,1,-0.036162182688713074
72420,0,-0.07632509618997574
7125,0,-0.051008693873882294
30315,0,-0.05490509793162346
97246,1,-0.03726062923669815
92631,1,-0.04682953283190727
53917,1,-0.053784869611263275
47015,0,-0.046050913631916046
63711,1,-0.04908650740981102
24165,1,-0.04434395954012871
63346,0,-0.06851273775100708
104834,1,-0.06347417831420898
25702,1,-0.05686040595173836
53479,1,-0.039887912571430206
93074,0,-0.03699345514178276
91133,0,-0.04367729648947716
61332,1,-0.03896331042051315
19033,1,-0.04705474153161049
70621,0,-0.07613322883844376
97056,1,-0.034538447856903076
22645,1,-0.033378779888153076
18112,0,-0.03476264327764511
1037,1,-0.050832413136959076
86256,1,-0.04623395949602127
48333,0,-0.04607539251446724
30558,1,-0.136655792593956
52439,0,-2.4663045406341553
1191,1,-0.055632881820201874
50494,1,-0.05676940456032753
43276,0,-0.03412792459130287
16981,1,-0.036089055240154266
83055,0,-0.05121235549449921
103699,1,-0.0363788865506649
86228,0,-0.04704029858112335
95671,0,-0.03628968074917793
55917,0,-0.04472284018993378
40878,1,-0.036150455474853516
59427,0,-0.07802556455135345
19460,0,-0.04782905802130699
13414,0,-0.04964306578040123
18794,1,-0.06391912698745728
18294,0,-0.04989021271467209
1786,0,-0.03753599897027016
66431,0,-0.061863068491220474
87125,1,-0.04733436554670334
43055,0,-0.04730753228068352
54920,0,-0.1215054988861084
28112,1,-0.07011506706476212
59095,1,-0.04188614711165428
28607,1,-0.01910826563835144
93063,1,-0.04038515314459801
84695,0,-0.05133636295795441
93060,0,-0.029677050188183784
52669,0,-0.07232270389795303
38201,1,-0.036216795444488525
83636,1,-0.04454943537712097
76466,0,-0.05007731914520264
5357,1,-0.03601281717419624
35336,1,-0.04088295251131058
763,1,-0.04066344350576401
25437,1,-0.05575048178434372
31830,0,-0.03903462365269661
83745,0,-0.0423869714140892
97124,1,-0.0475056953728199
25803,0,-0.041696131229400635
80786,0,-0.04646670073270798
23401,1,-0.04463426023721695
65161,0,-0.037526585161685944
31079,1,-0.038974661380052567
56219,1,-0.049737099558115005
69149,0,-0.052146974951028824
55966,0,-0.818301796913147
29019,1,-0.036515094339847565
99782,1,-0.03433401137590408
94489,1,-0.03192314878106117
4266,1,-0.06235499680042267
32310,1,-0.028373386710882187
72069,1,-0.04699673876166344
54688,0,-0.062448740005493164
98196,1,-0.054026588797569275
37718,0,-0.061739012598991394
4135,0,-0.042354632169008255
8220,0,-0.04928942397236824
99523,1,-0.04148206114768982
36269,1,-0.04878943786025047
101627,1,-0.15642349421977997
93840,1,-0.07543160766363144
100494,0,-0.06289033591747284
19166,0,-0.05199160426855087
95732,0,-0.0371805764734745
38154,0,-0.05372555926442146
737,0,-0.05070970207452774
99120,0,-0.061479534953832626
13995,1,-0.050705961883068085
24475,1,-0.04729718714952469
7745,1,-0.05507468432188034
12615,0,-0.065719835460186
99195,1,-0.05015509948134422
98843,0,-0.05211970582604408
65414,1,-0.10030137002468109
103623,1,-0.03648314252495766
105704,0,-0.03787752240896225
69002,1,-0.05041107162833214
19954,0,-0.03624875470995903
81538,1,-0.04849977418780327
70022,1,-0.047621410340070724
8943,0,-0.04414984956383705
68372,0,-0.06146731600165367
24114,0,-0.04752274602651596
103194,1,-0.09681836515665054
56022,1,-0.04948583245277405
65257,0,-0.04456893354654312
50674,0,-0.03288034722208977
102120,0,-0.04180440679192543
66109,0,-0.046739205718040466
74735,1,-0.05298994481563568
51505,0,-0.027812976390123367
87830,0,-0.053478341549634933
24181,1,-0.0458570197224617
25812,0,-0.05982433632016182
59863,1,-0.0486447848379612
93635,1,-0.03531859815120697
53625,1,-0.0616791658103466
83144,1,-0.06751731038093567
25737,1,-0.0477110892534256
3744,0,-0.05594945698976517
44529,1,-0.0646204873919487
67309,1,-0.049460191279649734
44414,0,-0.06201433762907982
12074,1,-0.04561183601617813
69238,0,-0.04624443128705025
63106,0,-0.05963859707117081
57840,0,-0.05458672717213631
30170,1,-0.05897239223122597
64534,0,-0.04494829475879669
6363,0,-0.226077139377594
69778,0,-0.02862735092639923
93668,1,-0.04112071543931961
52328,1,-0.041856080293655396
49799,0,-0.03710924834012985
41724,1,-0.050667546689510345
2739,1,-0.03581305593252182
40435,0,-0.03877996280789375
52506,0,-0.048259325325489044
102324,1,-0.10797327011823654
12858,1,-0.03185918182134628
44604,0,-0.020213795825839043
87250,0,-0.07357067614793777
88370,0,-0.04957647621631622
95912,1,-0.03676091134548187
19941,1,-0.03799929469823837
85261,1,-0.04654931277036667
15240,0,-0.04674455523490906
62755,0,-0.040672942996025085
44193,1,-0.08486676961183548
32766,0,-0.045551471412181854
5831,1,-0.10572216659784317
9484,0,-0.05313475802540779
84910,1,-0.02362879365682602
78591,0,-0.07421959936618805
51541,0,-0.032432448118925095
40745,0,-0.060306381434202194
11727,1,-0.04167383536696434
76927,1,-0.046596307307481766
53281,1,-0.03625002130866051
56941,0,-0.03732092306017876
10656,1,-0.03474479541182518
52007,0,-0.061625927686691284
1763,1,-0.05809474736452103
86503,0,-0.05422398820519447
44225,1,-0.03147389367222786
99872,1,-0.045335035771131516
45871,0,-0.08497507125139236
76549,1,-0.05615752190351486
81807,0,-0.13100284337997437
89402,1,-0.06326191872358322
45576,1,-0.04855712130665779
6567,0,-0.06109147518873215
56745,0,-0.04274511709809303
96843,0,-0.024579420685768127
30034,1,-0.04795712232589722
73680,0,-0.05571383982896805
91015,0,-0.0484662726521492
52609,1,-0.03877239674329758
13739,0,-0.08199656009674072
6528,0,-0.034019965678453445
80948,1,-0.050860967487096786
28997,0,-0.030690044164657593
22364,1,-0.03592829406261444
107149,0,-0.05003366246819496
26108,0,-0.03429865092039108
38164,1,-0.053988978266716
41013,1,-0.044497329741716385
89604,0,-0.0480760857462883
46512,1,-0.039766825735569
98171,0,-0.04181366786360741
23612,0,-0.021045353263616562
91636,1,-0.05728534236550331
33620,1,-0.05966869741678238
22299,0,-0.0358145534992218
6848,1,-0.02903955802321434
78587,0,-0.022321412339806557
11030,1,-0.051838699728250504
25484,0,-0.0524660125374794
77133,0,-0.08234464377164841
60344,0,-0.031199853867292404
5474,1,-0.057758037000894547
23104,1,-0.04394063726067543
4518,1,-0.06802695244550705
87429,1,-0.04921691119670868
49646,0,-0.025990255177021027
39626,0,-0.04313133656978607
32686,1,-0.045377641916275024
105919,1,-0.05473356693983078
57339,1,-0.042520761489868164
82640,1,-0.07348340004682541
18362,1,-0.058326881378889084
22621,0,-0.048155270516872406
59936,1,-0.038188640028238297
79605,1,-0.03073871321976185
22805,0,-0.011845250613987446
30128,0,-0.05575578287243843
14206,1,-0.045516956597566605
58017,0,-0.050768397748470306
76252,0,-0.034255336970090866
68573,0,-0.052252087742090225
46198,1,-0.05170083045959473
68460,1,-0.0509861521422863
58778,0,-0.05192143842577934
92667,0,-0.058735571801662445
44670,0,-0.04348396882414818
43730,0,-0.042441241443157196
361,1,-0.04709477350115776
85515,1,-0.0474536269903183
13342,1,-0.05855019390583038
13491,0,-3.5403311252593994
33123,0,-0.05372036248445511
33680,1,-0.01343483291566372
22084,1,-0.04859641194343567
103192,1,-0.026542169973254204
70972,1,-0.03754989430308342
23559,0,-0.07168985903263092
32303,0,-0.05451459437608719
95871,0,-0.03026290237903595
9306,1,-0.0512382909655571
3075,0,-0.05264121666550636
100553,0,-0.04901772737503052
102787,0,-0.05284544453024864
25133,0,-0.04661189392209053
77580,1,-0.034646693617105484
103905,0,-0.03521778807044029
41595,0,-0.10618141293525696
34879,1,-0.04241267964243889
100778,0,-0.05342726409435272
85214,1,-0.04623020440340042
25098,0,-0.042503394186496735
90215,1,-0.04009304568171501
66092,0,-0.06147931143641472
21131,1,-0.049890100955963135
27488,0,-0.04480673745274544
36724,0,-0.050270963460206985
42837,0,-0.0494607575237751
74617,1,-0.05329492315649986
68139,1,-0.03469609096646309
106,1,-0.03311771899461746
82098,1,-0.04963954910635948
64169,0,-0.04574473947286606
30485,0,-0.06486385315656662
5004,0,-0.028670096769928932
66530,1,-0.05148402228951454
88033,1,-0.5880745053291321
81029,1,-0.037762049585580826
20398,1,-0.046636469662189484
71393,0,-0.0367891788482666
14450,0,-0.04172872006893158
88681,1,-0.059321727603673935
31626,0,-0.04768608510494232
10686,1,-0.07392923533916473
37949,1,-0.03982273116707802
26891,1,-0.04393447935581207
70275,1,-0.04909922182559967
55599,0,-0.032724492251873016
26572,1,-0.04985199496150017
89136,1,-0.031065808609128
18183,0,-0.04861548915505409
63885,1,-0.0453881211578846
74265,1,-0.07654939591884613
90481,1,-0.04717722162604332
73135,0,-0.04726057127118111
23403,0,-0.08178908377885818
30085,0,-0.04836825653910637
70742,0,-1.8582946062088013
21084,1,-0.03762061521410942
38593,0,-0.039892952889204025
34894,1,-0.03316384553909302
15432,1,-0.0687953308224678
82329,0,-0.02745535597205162
44325,0,-0.04834883287549019
84940,1,-0.054151155054569244
88342,0,-0.02859688363969326
73416,0,-0.05145152658224106
49005,1,-0.07450190931558609
9147,1,-0.04883700609207153
10199,0,-0.04309422895312309
57712,1,-0.04495604708790779
60941,1,-0.035959117114543915
56739,1,-0.04532181844115257
21764,0,-0.04595175012946129
97580,0,-0.059281282126903534
23257,0,-0.053642746061086655
66857,0,-0.07851599156856537
53643,1,-0.039693962782621384
35564,0,-0.04173489287495613
76337,1,-0.04581192880868912
30233,1,-0.03948083892464638
88938,0,-0.029114244505763054
71856,1,-0.03796108067035675
48506,0,-0.06424605846405029
66276,1,-0.050676047801971436
2259,1,-0.048800449818372726
73194,0,-0.04711194708943367
91569,0,-4.498599052429199
13094,1,-0.04345862939953804
22878,0,-0.054286882281303406
11526,0,-0.07433126866817474
76178,1,-0.023890599608421326
7718,0,-0.050092171877622604
36994,0,-0.05290537327528
97802,0,-0.05538512021303177
49454,1,-0.07459662109613419
75804,1,-0.04764903336763382
83643,0,-0.048487961292266846
39458,1,-0.05173977091908455
64217,0,-0.05010917782783508
57716,0,-0.19898512959480286
2647,1,-0.03926411643624306
89172,1,-0.03061801940202713
48087,1,-0.02934996224939823
3456,0,-0.056857477873563766
59242,1,-0.03582628443837166
84155,1,-0.06637710332870483
35064,0,-0.04675763472914696
79322,0,-0.04988465458154678
33239,1,-0.06407030671834946
99623,0,-0.04902147129178047
98693,0,-0.052636463195085526
78924,1,-0.04506111890077591
30175,1,-0.0382390096783638
104809,0,-0.028452642261981964
92885,0,-0.04645088315010071
69219,1,-0.04945894330739975
90755,0,-0.04855519160628319
19216,1,-0.12587371468544006
81067,0,-0.030622411519289017
37892,0,-0.026201743632555008
72029,1,-0.0458475686609745
90972,0,-0.1196574717760086
90405,0,-0.04334414005279541
18775,0,-0.037386611104011536
50445,0,-0.04417802020907402
99708,0,-0.04995632544159889
20222,0,-0.07757802307605743
115,0,-0.04769517853856087
53249,0,-0.0436493381857872
44547,1,-0.01727217249572277
12183,1,-0.06168364733457565
55521,1,-0.043689850717782974
65373,1,-0.03622288629412651
76196,0,-0.04002421349287033
5527,1,-0.05921522155404091
364,1,-0.043092288076877594
97274,1,-0.05338737368583679
34867,1,-0.049581583589315414
102012,0,-0.058590780943632126
89544,0,-0.04700128734111786
42551,1,-0.18338675796985626
2229,1,-0.04538550227880478
72562,1,-0.028759637847542763
65281,1,-0.050584595650434494
57742,0,-0.04310941696166992
35682,0,-0.03372772037982941
28432,1,-0.0657467395067215
81385,1,-0.04774223268032074
67258,1,-0.048656027764081955
83154,0,-0.04716971889138222
72829,0,-0.039945755153894424
52177,0,-0.04795803129673004
77084,1,-0.04439140111207962
95399,0,-0.06119924038648605
79489,1,-0.05238671600818634
20486,1,-0.058232977986335754
71425,0,-0.041854940354824066
3747,1,-0.05298982933163643
71002,1,-0.04625125974416733
8038,1,-0.031126247718930244
7907,1,-0.04505656287074089
39992,0,-0.047248974442481995
54764,0,-0.04282655194401741
5824,0,-0.05432075262069702
27976,0,-0.04103159159421921
30431,0,-0.06793172657489777
92399,1,-0.0630679801106453
106490,1,-0.04863116145133972
28360,0,-0.22353725135326385
28450,0,-0.054007161408662796
6841,1,-0.04500208795070648
21376,1,-0.03519764915108681
35269,0,-0.034213174134492874
68683,1,-1.2931671142578125
31919,1,-0.05516166612505913
35027,1,-0.05253569036722183
90623,1,-0.053097907453775406
70205,0,-0.03225239738821983
47540,0,-0.03992319107055664
96718,1,-0.04648729786276817
22215,0,-0.053963229060173035
52894,1,-0.05770222470164299
70066,0,-0.057797305285930634
37406,0,-0.02324754372239113
49752,1,-0.06976503133773804
67572,1,-0.056895993649959564
60985,1,-0.02379317209124565
18967,0,-0.047120705246925354
6903,0,-0.06112949177622795
59338,1,-0.11587779223918915
11218,1,-0.05041900649666786
94647,0,-0.06029437109827995
99380,1,-0.04418634623289108
2019,0,-0.05584383010864258
80929,1,-0.06038976460695267
92643,0,-0.06128670275211334
91593,1,-0.052402328699827194
68580,1,-0.05937935784459114
9761,0,-0.04855643957853317
73378,0,-0.07843983918428421
83419,0,-0.05057065561413765
92364,1,-0.03799527883529663
38132,1,-0.042006976902484894
75095,1,-0.1158607006072998
16711,0,-0.040555160492658615
63076,1,-0.03889979049563408
20372,0,-0.04673545062541962
80538,0,-0.03393631428480148
70249,0,-0.03746527060866356
101766,1,-0.09127235412597656
90753,1,-0.03398643806576729
16927,0,-0.04330841079354286
84539,0,-0.0489264614880085
31907,1,-0.04832395911216736
92574,1,-0.04626230150461197
99895,1,-0.05571981519460678
79572,1,-0.037438057363033295
5704,0,-0.04301350191235542
42921,1,-0.05379819869995117
56434,1,-0.055045463144779205
36793,0,-0.07317620515823364
100273,1,-0.04281581565737724
89391,1,-0.04777439311146736
37197,1,-0.05829190835356712
53390,1,-0.04644690081477165
26057,0,-0.04370719566941261
107129,0,-0.05176207050681114
43099,1,-0.03454466536641121
14529,1,-0.0836327075958252
83985,0,-0.07170439511537552
49680,1,-0.047845762223005295
68800,1,-0.05918746814131737
77842,0,-0.04830101504921913
80087,0,-0.052107710391283035
50019,0,-0.05339822173118591
64815,1,-0.03574910759925842
36402,0,-0.05388664826750755
94256,1,-0.030852457508444786
95722,0,-0.045753851532936096
5292,1,-0.04838040843605995
13093,0,-0.059193871915340424
35998,0,-0.039677694439888
95000,0,-0.043069109320640564
8690,1,-0.04996562749147415
58546,1,-0.04730230197310448
101257,0,-0.04579894617199898
6019,1,-0.04950806871056557
47750,0,-0.04908037930727005
18184,0,-0.02705398015677929
105029,0,-0.0843672826886177
77508,1,-0.037808310240507126
29670,1,-0.06733711808919907
7070,1,-0.04799916595220566
18097,0,-0.041386447846889496
37120,0,-0.04434338957071304
23658,1,-0.0617978498339653
21645,1,-0.06818408519029617
94331,0,-0.05763774737715721
37186,0,-0.06922178715467453
59684,0,-0.04000714793801308
15759,0,-0.054314542561769485
30982,1,-0.0426773801445961
22441,0,-0.03807251527905464
75666,1,-0.03955772891640663
65075,0,-0.03244894742965698
63534,1,-0.03032362088561058
98525,0,-0.0828111320734024
43918,0,-0.029109381139278412
929,1,-0.042414505034685135
104673,1,-0.04856359586119652
60740,0,-0.03998779132962227
16354,1,-0.04096556827425957
49873,1,-0.04792121797800064
61115,0,-0.04354080557823181
86784,1,-0.03908953815698624
69062,1,-0.04582183435559273
15728,0,-0.032421138137578964
93533,0,-0.025269627571105957
74072,1,-0.05514801666140556
5526,1,-0.05182862654328346
80524,1,-0.04083568975329399
28634,1,-0.049799028784036636
54469,0,-0.04377109557390213
20774,0,-0.04550989344716072
30290,0,-0.039165884256362915
30386,0,-0.046490371227264404
29945,1,-0.07322307676076889
4030,1,-0.05419858172535896
33724,1,-0.052242130041122437
71757,1,-0.06286738812923431
23246,0,-0.04151534289121628
46227,0,-0.0553811751306057
36677,0,-0.047448739409446716
5227,0,-0.040496546775102615
96774,1,-0.030909903347492218
10265,1,-0.04663396626710892
61037,1,-0.07363934814929962
35660,0,-0.050215527415275574
80107,1,-0.038469720631837845
105028,0,-0.04347255453467369
30661,1,-0.05966038629412651
103493,0,-0.05898610129952431
103335,0,-0.02019977755844593
34619,1,-0.05086289346218109
1585,0,-0.034245431423187256
78469,1,-0.047908149659633636
96871,0,-0.04366166144609451
